Region,City,Type,Month of Period End,Median Sale Price,Median Sale Price YoY ,Homes Sold,New Listings,New Listings YoY ,Inventory,Days on Market,Average Sale To List,Average Sale To List YoY 
NH,Manchester,Multi-unit,10/1/2019,310017 ,0.16,26,22,-0.08,41,40,1.00,0.03
NH,Manchester,Multi-unit,11/1/2019,301500 ,0.02,20,17,-0.11,38,43,1.00,0.00
NH,Manchester,Multi-unit,12/1/2019,291550 ,0.06,18,10,-0.33,33,31,0.98,0.01
NH,Manchester,Multi-unit,1/1/2020,290200 ,-0.02,15,16,-0.11,27,51,0.99,0.00
NH,Manchester,Multi-unit,2/1/2020,232300 ,-0.12,10,12,0.00,22,129,0.97,0.00
NH,Manchester,Multi-unit,3/1/2020,282800 ,-0.05,22,30,1.14,30,29,0.99,-0.04
NH,Manchester,Multi-unit,4/1/2020,331500 ,0.22,12,15,-0.52,34,8,1.00,0.01
NH,Manchester,Multi-unit,5/1/2020,305500 ,0.09,12,21,-0.36,36,13,1.04,0.05
NH,Manchester,Multi-unit,6/1/2020,302500 ,0.04,18,23,-0.23,35,44,1.00,-0.01
NH,Manchester,Multi-unit,7/1/2020,320000 ,0.05,22,32,0.39,39,25,1.01,0.00
NH,Manchester,Multi-unit,8/1/2020,335000 ,0.09,22,35,0.25,37,27,1.00,-0.01
NH,Manchester,Multi-unit,9/1/2020,330000 ,0.16,29,45,0.88,55,17,1.01,0.02
NH,Manchester,Multi-unit,10/1/2020,329000 ,0.06,29,35,0.59,52,22,1.02,0.02
NH,Manchester,Multi-unit,11/1/2020,330000 ,0.09,39,20,0.18,33,31,1.02,0.02
NH,Manchester,Multi-unit,12/1/2020,337500 ,0.16,40,14,0.40,28,27,1.01,0.02
NH,Manchester,Multi-unit,1/1/2021,349933 ,0.21,13,17,0.06,24,59,1.01,0.02
NH,Manchester,Multi-unit,2/1/2021,370000 ,0.59,15,22,0.83,26,26,1.01,0.03
NH,Manchester,Multi-unit,3/1/2021,405000 ,0.43,18,25,-0.17,28,19,1.02,0.03
NH,Manchester,Multi-unit,4/1/2021,370000 ,0.12,23,31,1.07,36,8,1.03,0.04
NH,Manchester,Multi-unit,5/1/2021,350000 ,0.15,20,29,0.38,33,45,1.02,-0.02
NH,Manchester,Multi-unit,6/1/2021,370000 ,0.22,36,49,1.13,45,11,1.02,0.02
NH,Manchester,Multi-unit,7/1/2021,410000 ,0.28,34,32,0.00,47,12,1.04,0.03
NH,Manchester,Multi-unit,8/1/2021,378000 ,0.13,29,30,-0.14,48,10,1.03,0.03
NH,Manchester,Multi-unit,9/1/2021,364000 ,0.10,27,25,-0.44,35,43,1.01,0.00
NH,Manchester,Multi-unit,10/1/2021,395000 ,0.20,22,17,-0.51,29,30,1.02,0.00
NH,Manchester,Multi-unit,11/1/2021,415000 ,0.26,27,23,0.15,28,20,1.03,0.01
NH,Manchester,Multi-unit,12/1/2021,350000 ,0.04,28,14,0.00,16,36,1.00,-0.01
NH,Manchester,Multi-unit,1/1/2022,412000 ,0.18,18,21,0.24,17,10,1.05,0.04
NH,Manchester,Multi-unit,2/1/2022,385000 ,0.04,15,13,-0.41,12,24,1.00,-0.01
NH,Manchester,Multi-unit,3/1/2022,445000 ,0.10,19,34,0.36,24,8,1.03,0.01
NH,Manchester,Multi-unit,4/1/2022,430000 ,0.16,21,22,-0.29,21,8,1.04,0.01
NH,Manchester,Multi-unit,5/1/2022,480000 ,0.37,19,32,0.10,30,7,1.04,0.02
NH,Manchester,Multi-unit,6/1/2022,455000 ,0.23,24,29,-0.41,37,13,1.02,0.01
NH,Manchester,Multi-unit,7/1/2022,450000 ,0.10,21,23,-0.28,43,12,1.01,-0.02
NH,Manchester,Multi-unit,8/1/2022,430000 ,0.14,17,16,-0.47,34,30,1.02,-0.01
NH,Manchester,Multi-unit,9/1/2022,455000 ,0.25,21,21,-0.16,33,53,0.98,-0.03
NH,Manchester,Multi-unit,10/1/2022,422500 ,0.07,30,10,-0.41,22,33,0.99,-0.02
NH,Manchester,Multi-unit,11/1/2022,386500 ,-0.07,11,13,-0.43,18,23,0.97,-0.05
NH,Manchester,Multi-unit,12/1/2022,442450 ,0.26,14,3,-0.79,14,23,0.99,-0.01
NH,Manchester,Multi-unit,1/1/2023,425000 ,0.03,8,7,-0.67,9,31,1.03,-0.02
NH,Manchester,Multi-unit,2/1/2023,412500 ,0.07,8,12,-0.08,11,20,1.01,0.01
NH,Manchester,Multi-unit,3/1/2023,416000 ,-0.07,9,7,-0.79,8,11,0.99,-0.04
NH,Manchester,Multi-unit,4/1/2023,450000 ,0.05,9,9,-0.59,11,7,1.02,-0.02
NH,Portsmouth,Multi-unit,2/1/2018,487500 ,0.05,1,9,-0.59,2,121,0.93,-0.02
NH,Portsmouth,Multi-unit,3/1/2018,764000 ,0.05,1,1,-0.59,1,121,1.00,-0.02
NH,Portsmouth,Multi-unit,6/1/2018,535000 ,0.05,1,2,-0.59,2,74,0.97,-0.02
NH,Portsmouth,Multi-unit,8/1/2018,675000 ,0.05,1,2,-0.59,2,14,0.96,-0.02
NH,Portsmouth,Multi-unit,9/1/2018,865000 ,0.05,2,1,-0.59,2,48,0.95,-0.02
NH,Portsmouth,Multi-unit,10/1/2018,539933 ,0.05,1,2,-0.59,2,158,0.96,-0.02
NH,Portsmouth,Multi-unit,12/1/2018,860000 ,0.05,2,2,-0.59,3,35,1.02,-0.02
NH,Portsmouth,Multi-unit,2/1/2019,565000 ,0.05,1,1,-0.59,2,66,0.95,-0.02
NH,Portsmouth,Multi-unit,3/1/2019,455000 ,0.05,1,1,-0.59,3,8,0.91,-0.02
NH,Portsmouth,Multi-unit,5/1/2019,440000 ,0.05,1,3,-0.59,6,36,1.00,-0.02
NH,Portsmouth,Multi-unit,8/1/2019,499000 ,0.05,1,1,-0.59,6,34,1.00,0.04
NH,Portsmouth,Multi-unit,10/1/2019,650000 ,0.05,1,2,0.00,6,73,0.84,-0.13
NH,Portsmouth,Multi-unit,12/1/2019,585000 ,0.05,3,1,-0.50,4,169,0.95,-0.07
NH,Portsmouth,Multi-unit,1/1/2020,750000 ,0.05,1,1,-0.50,4,60,0.98,-0.07
NH,Portsmouth,Multi-unit,3/1/2020,592500 ,0.05,2,6,-0.50,5,160,0.99,-0.07
NH,Portsmouth,Multi-unit,4/1/2020,755000 ,0.05,2,6,-0.50,4,49,0.98,-0.07
NH,Portsmouth,Multi-unit,6/1/2020,580000 ,0.05,1,2,-0.50,4,102,0.97,-0.07
NH,Portsmouth,Multi-unit,7/1/2020,562500 ,0.05,2,1,-0.50,5,7,0.99,-0.07
NH,Portsmouth,Multi-unit,8/1/2020,700000 ,0.05,1,2,-0.50,6,94,0.97,-0.07
NH,Portsmouth,Multi-unit,3/1/2021,1607500 ,0.05,2,1,-0.50,2,190,0.92,-0.07
NH,Portsmouth,Multi-unit,4/1/2021,860000 ,0.05,1,1,-0.50,2,217,0.98,-0.07
NH,Portsmouth,Multi-unit,5/1/2021,1547000 ,0.05,1,1,-0.50,2,221,0.97,-0.07
NH,Portsmouth,Multi-unit,6/1/2021,697500 ,0.05,2,1,-0.50,2,15,0.99,-0.07
NH,Portsmouth,Multi-unit,9/1/2021,675000 ,0.05,1,1,-0.50,3,1,1.00,-0.07
NH,Portsmouth,Multi-unit,11/1/2021,780000 ,0.05,3,2,-0.50,2,8,0.98,-0.07
NH,Portsmouth,Multi-unit,12/1/2021,999500 ,0.05,4,1,-0.50,2,73,0.98,-0.07
NH,Portsmouth,Multi-unit,1/1/2022,1000000 ,0.05,1,1,-0.50,1,27,1.00,-0.07
NH,Portsmouth,Multi-unit,3/1/2022,1400000 ,0.05,1,2,1.00,5,15,0.93,-0.07
NH,Portsmouth,Multi-unit,4/1/2022,850000 ,0.05,3,1,0.00,2,57,0.99,-0.07
NH,Portsmouth,Multi-unit,6/1/2022,820000 ,0.05,1,1,0.00,2,5,0.98,-0.07
NH,Portsmouth,Multi-unit,8/1/2022,1550000 ,0.05,1,1,0.00,3,42,0.97,-0.07
NH,Portsmouth,Multi-unit,9/1/2022,741500 ,0.05,2,3,2.00,4,4,1.01,-0.07
NH,Portsmouth,Multi-unit,11/1/2022,750000 ,0.05,2,1,-0.50,2,33,1.00,-0.07
NH,Portsmouth,Multi-unit,12/1/2022,780000 ,0.05,1,2,1.00,4,20,0.98,-0.07
NH,Portsmouth,Multi-unit,3/1/2023,545000 ,0.05,1,4,1.00,4,30,1.20,-0.07
NH,Portsmouth,Multi-unit,4/1/2023,1042000 ,0.05,3,1,0.00,3,41,0.97,-0.07
NH,Salem,Multi-unit,2/1/2018,350000 ,0.05,1,1,0.00,2,39,0.88,-0.07
NH,Salem,Multi-unit,4/1/2018,325000 ,0.05,1,1,0.00,1,46,0.99,-0.07
NH,Salem,Multi-unit,7/1/2018,429933 ,0.05,1,1,0.00,2,316,1.00,-0.07
NH,Salem,Multi-unit,8/1/2018,245000 ,0.05,1,2,0.00,4,24,0.89,-0.07
NH,Salem,Multi-unit,11/1/2018,507500 ,0.05,2,1,0.00,3,40,0.97,-0.07
NH,Salem,Multi-unit,12/1/2018,245000 ,0.05,1,1,0.00,3,157,0.94,-0.07
NH,Salem,Multi-unit,2/1/2019,465000 ,0.05,1,1,0.00,1,278,0.93,-0.07
NH,Salem,Multi-unit,3/1/2019,285000 ,0.05,1,1,0.00,1,123,1.02,-0.07
NH,Salem,Multi-unit,5/1/2019,414950 ,0.05,2,1,0.00,1,89,0.78,-0.07
NH,Salem,Multi-unit,9/1/2019,345000 ,0.05,1,1,0.00,1,26,0.96,-0.07
NH,Salem,Multi-unit,6/1/2020,459900 ,0.05,1,1,0.00,1,8,1.00,-0.07
NH,Salem,Multi-unit,10/1/2020,440000 ,0.05,1,1,0.00,1,7,1.00,-0.07
NH,Salem,Multi-unit,11/1/2020,930000 ,0.05,1,1,0.00,1,35,0.98,-0.07
NH,Salem,Multi-unit,4/1/2021,698500 ,0.05,1,1,0.00,1,379,0.98,-0.07
NH,Salem,Multi-unit,10/1/2021,465000 ,0.05,2,1,0.00,1,46,1.03,-0.07
NH,Salem,Multi-unit,11/1/2021,440000 ,0.05,1,1,0.00,1,149,1.01,-0.07
NH,Salem,Multi-unit,12/1/2021,482800 ,0.05,1,1,0.00,1,8,0.99,-0.07
NH,Salem,Multi-unit,3/1/2022,547000 ,0.05,1,1,0.00,1,13,1.04,-0.07
NH,Salem,Multi-unit,5/1/2022,551000 ,0.05,1,1,0.00,1,6,1.11,-0.07
NH,Salem,Multi-unit,6/1/2022,434967 ,0.05,2,1,0.00,2,4,1.04,-0.07
NH,Salem,Multi-unit,7/1/2022,555000 ,0.05,1,1,0.00,2,6,1.01,-0.07
NH,Salem,Multi-unit,8/1/2022,665000 ,0.05,1,1,0.00,2,13,1.06,-0.07
NH,Salem,Multi-unit,2/1/2023,515500 ,0.05,1,1,0.00,1,21,0.91,-0.07
NH,Salem,Multi-unit,3/1/2023,610000 ,0.12,1,1,0.00,1,6,1.11,0.07
